synset,resource,xref,misc,confidence
01370561-v,sumo,Impacting,"⊂",
01370843-v,sumo,Impelling,"⊂",
01371044-v,sumo,Impelling,"⊂",
01371201-v,sumo,Putting,"⊂",
01371454-v,sumo,Impacting,"⊂",
01371651-v,sumo,Impelling,"⊂",
01371756-v,sumo,Kicking,=,
01372026-v,sumo,Kicking,"⊂",
01372189-v,sumo,Impelling,"⊂",
01372408-v,sumo,Impelling,"⊂",
01372556-v,sumo,Impacting,"⊂",
01372682-v,sumo,Impelling,"⊂",
01372994-v,sumo,Impelling,"⊂",
01373138-v,sumo,Impelling,"⊂",
01373303-v,sumo,Impelling,"⊂",
01373422-v,sumo,Wetting,"⊂",
01373551-v,sumo,Covering,"⊂",
01373718-v,sumo,Covering,"⊂",
01373844-v,sumo,Impelling,"⊂",
01374020-v,sumo,Wetting,"⊂",
01374465-v,sumo,Wetting,"⊂",
01374587-v,sumo,Wetting,"⊂",
01374767-v,sumo,Wetting,"⊂",
01375120-v,sumo,Wetting,"⊂",
01375295-v,sumo,Impelling,"⊂",
01375458-v,sumo,Impelling,"⊂",
01375637-v,sumo,Impelling,"⊂",
01375909-v,sumo,Impelling,"⊂",
01376082-v,sumo,Wetting,"⊂",
01376245-v,sumo,Impelling,"⊂",
01376620-v,sumo,Putting,"⊂",
01376818-v,sumo,Process,"⊂",
01377032-v,sumo,Impelling,"⊂",
01377239-v,sumo,Impelling,"⊂",
01377444-v,sumo,Putting,"⊂",
01377571-v,sumo,Impelling,"⊂",
01377758-v,sumo,Impelling,"⊂",
01377940-v,sumo,Translocation,"⊂",
01378123-v,sumo,Impelling,"⊂",
01378331-v,sumo,Covering,"⊂",
01378421-v,sumo,Putting,"⊂",
01378556-v,sumo,Disseminating,=,
01379097-v,sumo,Disseminating,"⊂",
01379256-v,sumo,Communication,"⊂",
01379449-v,sumo,Covering,"⊂",
01379600-v,sumo,Putting,"⊂",
01379804-v,sumo,OrganizationalProcess,"⊂",
01379965-v,sumo,Putting,"⊂",
01380122-v,sumo,Translocation,"⊂",
01380366-v,sumo,Process,"⊂",
01380483-v,sumo,SocialInteraction,"⊂",
01380638-v,sumo,IntentionalProcess,"⊂",
01381244-v,sumo,IntentionalProcess,"⊂",
01381357-v,sumo,Getting,"⊂",
01381549-v,sumo,IntentionalProcess,"⊂",
01381796-v,sumo,IntentionalProcess,"⊂",
01381913-v,sumo,Pursuing,"⊂",
01382083-v,sumo,Pursuing,"⊂",
01382437-v,sumo,Pursuing,"⊂",
01382606-v,sumo,Pursuing,"⊂",
01382720-v,sumo,Pursuing,"⊂",
01382818-v,sumo,Pursuing,"⊂",
01382917-v,sumo,Pursuing,"⊂",
01383089-v,sumo,Pursuing,"⊂",
01383245-v,sumo,Pursuing,"⊂",
01383393-v,sumo,Pursuing,"⊂",
01383511-v,sumo,Pursuing,"⊂",
01383646-v,sumo,Pursuing,"⊂",
01383800-v,sumo,Pursuing,"⊂",
01383947-v,sumo,Pursuing,"⊂",
01384102-v,sumo,Pursuing,"⊂",
01384275-v,sumo,Removing,"⊂",
01384439-v,sumo,Putting,"⊂",
01384638-v,sumo,Putting,"⊂",
01384752-v,sumo,Getting,"⊂",
01385013-v,sumo,Getting,"⊂",
01385170-v,sumo,Getting,"⊂",
01385458-v,sumo,Making,"⊂",
01385643-v,sumo,SocialInteraction,"⊂",
01385759-v,sumo,Putting,"⊂",
01385920-v,sumo,Putting,"⊂",
01386073-v,sumo,IntentionalProcess,"⊂",
01386200-v,sumo,Combining,"⊂",
01386308-v,sumo,Combining,"⊂",
01386433-v,sumo,SurfaceChange,"⊂",
01386611-v,sumo,SurfaceChange,"⊂",
01386741-v,sumo,SurfaceChange,"⊂",
01386906-v,sumo,SurfaceChange,"⊂",
01387022-v,sumo,FileDevice,=,
01387164-v,sumo,ShapeChange,"⊂",
01387301-v,sumo,Making,"⊂",
01387493-v,sumo,ShapeChange,"⊂",
01387656-v,sumo,Making,"⊂",
01387786-v,sumo,ShapeChange,"⊂",
01388386-v,sumo,ShapeChange,"⊂",
01388571-v,sumo,ShapeChange,"⊂",
01388653-v,sumo,ShapeChange,"⊂",
01388813-v,sumo,BodyMotion,"⊂",
01389007-v,sumo,ShapeChange,"⊂",
01389186-v,sumo,BodyMotion,"⊂",
01389329-v,sumo,Decreasing,"⊂",
01389607-v,sumo,SubjectiveAssessmentAttribute,"⊂",
01389776-v,sumo,Combining,"⊂",
01389942-v,sumo,Keeping,"⊂",
01390078-v,sumo,Keeping,"⊂",
01390210-v,sumo,Keeping,"⊂",
01390327-v,sumo,ShapeChange,"⊂",
01390486-v,sumo,ShapeChange,"⊂",
01390616-v,sumo,ShapeChange,"⊂",
01390833-v,sumo,ShapeChange,"⊂",
01391095-v,sumo,ShapeChange,"⊂",
01391280-v,sumo,ShapeChange,"⊂",
01391460-v,sumo,ShapeChange,"⊂",
01391538-v,sumo,ShapeChange,"⊂",
01391697-v,sumo,ShapeChange,"⊂",
01391806-v,sumo,ShapeChange,"⊂",
01391946-v,sumo,ShapeChange,"⊂",
01392080-v,sumo,Removing,"⊂",
01392237-v,sumo,Touching,"⊂",
01392663-v,sumo,Removing,"⊂",
01392790-v,sumo,Removing,"⊂",
01392918-v,sumo,Removing,"⊂",
01393038-v,sumo,Removing,"⊂",
01393339-v,sumo,Removing,"⊂",
01393611-v,sumo,Removing,"⊂",
01393714-v,sumo,Sweeping,"⊂",
01393996-v,sumo,Removing,"⊂",
01394200-v,sumo,Removing,"⊂",
01394335-v,sumo,Removing,"⊂",
01394464-v,sumo,RadiatingSound,"⊂",
01394715-v,sumo,Touching,"⊂",
01394812-v,sumo,BodyMotion,"⊂",
01394938-v,sumo,Covering,"⊂",
01395049-v,sumo,Covering,"⊂",
01395382-v,sumo,Covering,"⊂",
01395493-v,sumo,Covering,"⊂",
01395663-v,sumo,Covering,"⊂",
01395782-v,sumo,Covering,"⊂",
01395945-v,sumo,Covering,"⊂",
01396091-v,sumo,Covering,"⊂",
01396328-v,sumo,Covering,"⊂",
01396524-v,sumo,Combining,"⊂",
01396644-v,sumo,Impacting,"⊂",
01396790-v,sumo,Impacting,"⊂",
01396937-v,sumo,Impacting,"⊂",
01397088-v,sumo,Impacting,"⊂",
01397210-v,sumo,Impacting,"⊂",
01397707-v,sumo,Guiding,"⊂",
01397870-v,sumo,Impacting,"⊂",
01397945-v,sumo,Impacting,"⊂",
01398032-v,sumo,Impacting,"⊂",
01398235-v,sumo,Impacting,"⊂",
01398323-v,sumo,Damaging,"⊂",
01398443-v,sumo,Impacting,"⊂",
01398682-v,sumo,Impacting,"⊂",
01398772-v,sumo,Impacting,"⊂",
01398919-v,sumo,Impacting,"⊂",
01399305-v,sumo,Impacting,"⊂",
01399450-v,sumo,Impacting,"⊂",
01399576-v,sumo,Impacting,"⊂",
01399821-v,sumo,Impacting,"⊂",
01399921-v,sumo,Impacting,"⊂",
01400044-v,sumo,Impacting,"⊂",
01400856-v,sumo,Impacting,"⊂",
01401005-v,sumo,Impacting,"⊂",
01401115-v,sumo,Impacting,"⊂",
01401371-v,sumo,Impacting,"⊂",
01401552-v,sumo,Impacting,"⊂",
01401676-v,sumo,Impacting,"⊂",
01401772-v,sumo,Impacting,"⊂",
01401955-v,sumo,Impacting,"⊂",
01402173-v,sumo,Impelling,"⊂",
01402305-v,sumo,Impelling,"⊂",
01402447-v,sumo,Impelling,"⊂",
01402637-v,sumo,Impelling,"⊂",
01402765-v,sumo,Impelling,"⊂",
01402872-v,sumo,Impelling,"⊂",
01403012-v,sumo,Impelling,"⊂",
01403117-v,sumo,Impelling,"⊂",
01403314-v,sumo,Making,"⊂",
01403447-v,sumo,Cutting,"⊂",
01403540-v,sumo,GameShot,"⊂",
01403785-v,sumo,Impelling,"⊂",
01403987-v,sumo,Impelling,"⊂",
01404138-v,sumo,Impelling,"⊂",
01404278-v,sumo,Impelling,"⊂",
01404389-v,sumo,Impelling,"⊂",
01404538-v,sumo,Impelling,"⊂",
01404664-v,sumo,Impelling,"⊂",
01404774-v,sumo,Impelling,"⊂",
01404913-v,sumo,BaseballHit,"⊂",
01405044-v,sumo,Impelling,"⊂",
01406016-v,sumo,Impelling,"⊂",
01406195-v,sumo,Impelling,"⊂",
01406356-v,sumo,Impelling,"⊂",
01406512-v,sumo,Impelling,"⊂",
01406684-v,sumo,Impelling,"⊂",
01406897-v,sumo,Impelling,"⊂",
01407059-v,sumo,Impelling,"⊂",
01407235-v,sumo,Impelling,"⊂",
01407376-v,sumo,Impelling,"⊂",
01407568-v,sumo,Impelling,"⊂",
01407722-v,sumo,Impelling,"⊂",
01407904-v,sumo,Impelling,"⊂",
01408153-v,sumo,Impelling,"⊂",
01408297-v,sumo,Impelling,"⊂",
01408489-v,sumo,Impelling,"⊂",
01408633-v,sumo,Impelling,"⊂",
01408760-v,sumo,BodyMotion,"⊂",
01408958-v,sumo,Impelling,"⊂",
01409177-v,sumo,Impelling,"⊂",
01409374-v,sumo,BaseballSingle,"⊂",
01409523-v,sumo,Impelling,"⊂",
01409642-v,sumo,Impelling,"⊂",
01409763-v,sumo,Sport,"⊂",
01409888-v,sumo,Maneuver,"⊂",
01410079-v,sumo,Impacting,"⊂",
01410223-v,sumo,Impacting,"⊂",
01410946-v,sumo,Impacting,"⊂",
01411085-v,sumo,Impacting,"⊂",
01411630-v,sumo,Impacting,"⊂",
01411768-v,sumo,Impacting,"⊂",
01411870-v,sumo,Impacting,"⊂",
01411978-v,sumo,Impacting,"⊂",
01412089-v,sumo,Guiding,"⊂",
01412204-v,sumo,Impacting,"⊂",
01412346-v,sumo,Impacting,"⊂",
01412548-v,sumo,Impacting,"⊂",
01412644-v,sumo,Impacting,"⊂",
01412759-v,sumo,Impacting,"⊂",
01412912-v,sumo,Contest,"⊂",
01413173-v,sumo,Impacting,"⊂",
01413436-v,sumo,Impacting,"⊂",
01413561-v,sumo,Impacting,"⊂",
01413719-v,sumo,Impacting,"⊂",
01413917-v,sumo,Impacting,"⊂",
01414088-v,sumo,Impacting,"⊂",
01414288-v,sumo,Impacting,"⊂",
01414467-v,sumo,Impacting,"⊂",
01414626-v,sumo,Impacting,"⊂",
01414916-v,sumo,Impacting,"⊂",
01415162-v,sumo,Impacting,"⊂",
01415285-v,sumo,Impacting,"⊂",
01415454-v,sumo,Impacting,"⊂",
01415585-v,sumo,Impacting,"⊂",
01415807-v,sumo,Impacting,"⊂",
01416020-v,sumo,Impacting,"⊂",
01416193-v,sumo,Impacting,"⊂",
01416364-v,sumo,Impacting,"⊂",
01416539-v,sumo,Impacting,"⊂",
01416732-v,sumo,Impacting,"⊂",
01416871-v,sumo,Impacting,"⊂",
01417162-v,sumo,Impacting,"⊂",
01417257-v,sumo,Impacting,"⊂",
01417416-v,sumo,Impacting,"⊂",
01417578-v,sumo,Motion,"⊂",
01417705-v,sumo,Impacting,"⊂",
01417868-v,sumo,Cooking,"⊂",
01418037-v,sumo,Cooking,"⊂",
01418179-v,sumo,Cooking,"⊂",
01418389-v,sumo,Cooking,"⊂",
01418536-v,sumo,Motion,"⊂",
01418667-v,sumo,Putting,"⊂",
01418959-v,sumo,Putting,"⊂",
01419160-v,sumo,Putting,"⊂",
01419373-v,sumo,Motion,"⊂",
01419473-v,sumo,Motion,"⊂",
01419729-v,sumo,Motion,"⊂",
01419867-v,sumo,Motion,"⊂",
01419982-v,sumo,ViolentContest,"⊂",
01420194-v,sumo,ViolentContest,"⊂",
01420304-v,sumo,ViolentContest,"⊂",
01420451-v,sumo,ViolentContest,"⊂",
01420616-v,sumo,RecreationOrExercise,"⊂",
01420765-v,sumo,Impacting,"⊂",
01420928-v,sumo,Impacting,"⊂",
01421122-v,sumo,Attaching,"⊂",
01421417-v,sumo,Detaching,"⊂",
01421622-v,sumo,IntentionalProcess,"⊂",
01422003-v,sumo,IntentionalProcess,"⊂",
01422172-v,sumo,IntentionalProcess,"⊂",
01422539-v,sumo,IntentionalProcess,"⊂",
01422662-v,sumo,TherapeuticProcess,"⊂",
01422886-v,sumo,Putting,"⊂",
01423167-v,sumo,Putting,"⊂",
01423285-v,sumo,Putting,"⊂",
01423506-v,sumo,Putting,"⊂",
01423623-v,sumo,Putting,"⊂",
01423793-v,sumo,Removing,"⊂",
01423929-v,sumo,Impacting,"⊂",
01424106-v,sumo,Impacting,"⊂",
01424220-v,sumo,Motion,"⊂",
01424350-v,sumo,Touching,"⊂",
01424456-v,sumo,Embracing,"⊂",
01424867-v,sumo,Embracing,"⊂",
01424948-v,sumo,BodyMotion,"⊂",
01425348-v,sumo,Putting,"⊂",
01425511-v,sumo,Touching,"⊂",
01425709-v,sumo,Touching,"⊂",
01425892-v,sumo,Touching,"⊂",
01426072-v,sumo,Touching,"⊂",
01426153-v,sumo,Touching,"⊂",
01426397-v,sumo,SexualReproduction,"⊂",
01427127-v,sumo,SexualReproduction,"⊂",
01427278-v,sumo,SexualReproduction,"⊂",
01427483-v,sumo,SexualReproduction,"⊂",
01427695-v,sumo,SexualReproduction,"⊂",
01427806-v,sumo,SexualReproduction,"⊂",
01427907-v,sumo,SexualReproduction,"⊂",
01428011-v,sumo,SexualReproduction,"⊂",
01428203-v,sumo,SexualReproduction,"⊂",
01428381-v,sumo,SexualReproduction,"⊂",
01428578-v,sumo,SexualReproduction,"⊂",
01428853-v,sumo,SexualReproduction,"⊂",
01429322-v,sumo,SexualReproduction,"⊂",
01429455-v,sumo,SexualReproduction,"⊂",
01429663-v,sumo,SexualReproduction,"⊂",
01429825-v,sumo,SexualReproduction,"⊂",
01429953-v,sumo,SexualReproduction,"⊂",
01430447-v,sumo,SexualReproduction,"⊂",
01430633-v,sumo,IntentionalProcess,"⊂",
01430952-v,sumo,PsychologicalProcess,"⊂",
01431132-v,sumo,IntentionalProcess,"⊂",
01431230-v,sumo,Kissing,"⊂",
01431723-v,sumo,Touching,"⊂",
01431879-v,sumo,Touching,"⊂",
01431987-v,sumo,Touching,"⊂",
01432176-v,sumo,Licking,"⊂",
01432353-v,sumo,Touching,"⊂",
01432474-v,sumo,Touching,"⊂",
01432601-v,sumo,Carrying,=,
01432914-v,sumo,Removing,"⊂",
01433042-v,sumo,Transfer,"⊂",
01433159-v,sumo,Transfer,"⊂",
01433294-v,sumo,Transfer,=,
01433674-v,sumo,Transfer,"⊂",
01433809-v,sumo,Removing,"⊂",
01433991-v,sumo,Removing,"⊂",
01434140-v,sumo,SocialInteraction,"⊂",
01434278-v,sumo,Removing,"⊂",
01434822-v,sumo,Putting,"⊂",
01435000-v,sumo,Removing,"⊂",
01435128-v,sumo,Removing,"⊂",
01435254-v,sumo,Removing,"⊂",
01435380-v,sumo,Communication,"⊂",
01436015-v,sumo,IntentionalPsychologicalProcess,"⊂",
01436139-v,sumo,Process,"⊂",
01436290-v,sumo,Process,"⊂",
01436391-v,sumo,Motion,"⊂",
01436518-v,sumo,Removing,"⊂",
01436721-v,sumo,Removing,"⊂",
01436865-v,sumo,Removing,"⊂",
01437011-v,sumo,Impelling,"⊂",
01437144-v,sumo,Impelling,"⊂",
01437254-v,sumo,Directing,=,
01437597-v,sumo,Transfer,"⊂",
01437725-v,sumo,Putting,"⊂",
01437888-v,sumo,Mailing,=,
01438183-v,sumo,Putting,"⊂",
01438304-v,sumo,Transfer,=,
01438585-v,sumo,Putting,"⊂",
01438681-v,sumo,Putting,"⊂",
01438902-v,sumo,causes,=,
01439190-v,sumo,Grabbing,"⊂",
01439604-v,sumo,Confining,"⊂",
01439745-v,sumo,Touching,"⊂",
01440010-v,sumo,Touching,"⊂",
01440139-v,sumo,Touching,"⊂",
01440378-v,sumo,IntentionalProcess,"⊂",
01440646-v,sumo,IntentionalProcess,"⊂",
01440801-v,sumo,Cutting,"⊂",
01441100-v,sumo,Cutting,"⊂",
01441382-v,sumo,Cutting,"⊂",
01441510-v,sumo,Cutting,"⊂",
01441793-v,sumo,Cutting,"⊂",
01441993-v,sumo,Cutting,"⊂",
01442203-v,sumo,Cutting,"⊂",
01442361-v,sumo,Cutting,"⊂",
01442578-v,sumo,Cutting,"⊂",
01442779-v,sumo,Cutting,"⊂",
01443021-v,sumo,Drilling,=,
01443490-v,sumo,Drilling,"⊂",
01443631-v,sumo,Cutting,"⊂",
01443740-v,sumo,Cutting,"⊂",
01443871-v,sumo,Cutting,"⊂",
01444037-v,sumo,Cutting,"⊂",
01444146-v,sumo,Guiding,"⊂",
01444326-v,sumo,Cutting,"⊂",
01444563-v,sumo,Cutting,"⊂",
01444723-v,sumo,Cutting,"⊂",
01444887-v,sumo,Cutting,"⊂",
01445027-v,sumo,Cutting,"⊂",
01445235-v,sumo,Injuring,"⊂",
01445407-v,sumo,Injuring,"⊂",
01445597-v,sumo,Touching,"⊂",
01445756-v,sumo,Removing,"⊂",
01445932-v,sumo,Biting,"⊂",
01446301-v,sumo,Touching,"⊂",
01446420-v,sumo,Biting,"⊂",
01446569-v,sumo,BodyMotion,"⊂",
01446729-v,sumo,Removing,"⊂",
01446901-v,sumo,Rotating,"⊂",
01447124-v,sumo,Communication,"⊂",
01447257-v,sumo,Touching,"⊂",
01447632-v,sumo,Transfer,"⊂",
01447868-v,sumo,Touching,"⊂",
01448100-v,sumo,Pulling,=,
01448778-v,sumo,Guiding,"⊂",
01448917-v,sumo,Guiding,"⊂",
01449053-v,sumo,Motion,"⊂",
01449236-v,sumo,BodyMotion,"⊂",
01449427-v,sumo,BodyMotion,"⊂",
01449591-v,sumo,Motion,"⊂",
01449796-v,sumo,Process,"⊂",
01449974-v,sumo,Transportation,"⊂",
01450792-v,sumo,Transportation,"⊂",
01450961-v,sumo,Transportation,"⊂",
01451176-v,sumo,Transfer,"⊂",
01451351-v,sumo,Guiding,"⊂",
01451502-v,sumo,Transportation,"⊂",
01451665-v,sumo,Transportation,"⊂",
01451842-v,sumo,AirTransportation,"⊂",
01452057-v,sumo,Transportation,"⊂",
01452255-v,sumo,LandTransportation,"⊂",
01452546-v,sumo,Motion,"⊂",
01452783-v,sumo,Motion,"⊂",
01452918-v,sumo,IntentionalProcess,"⊂",
01453109-v,sumo,IntentionalProcess,"⊂",
01453256-v,sumo,Guiding,"⊂",
01453433-v,sumo,Pulling,=,
01453718-v,sumo,Guiding,"⊂",
01453969-v,sumo,Guiding,"⊂",
01454246-v,sumo,Guiding,"⊂",
01454431-v,sumo,Guiding,"⊂",
01454636-v,sumo,Guiding,"⊂",
01454810-v,sumo,Guiding,"⊂",
01455095-v,sumo,Guiding,"⊂",
01455184-v,sumo,Guiding,"⊂",
01455506-v,sumo,Guiding,"⊂",
01455639-v,sumo,Guiding,"⊂",
01455754-v,sumo,Guiding,"⊂",
01455866-v,sumo,Guiding,"⊂",
01456088-v,sumo,Guiding,"⊂",
01456199-v,sumo,Guiding,"⊂",
01456341-v,sumo,Measuring,"⊂",
01456463-v,sumo,Removing,"⊂",
01456771-v,sumo,Touching,"⊂",
01457079-v,sumo,Touching,"⊂",
01457206-v,sumo,ShapeChange,"⊂",
01457376-v,sumo,ShapeChange,"⊂",
01457489-v,sumo,ShapeChange,"⊂",
01457710-v,sumo,ShapeChange,"⊂",
01457825-v,sumo,ShapeChange,"⊂",
01457954-v,sumo,Motion,"⊂",
01458228-v,sumo,Removing,"⊂",
01458464-v,sumo,Cooking,"⊂",
01458664-v,sumo,Removing,"⊂",
01458973-v,sumo,Separating,"⊂",
01459392-v,sumo,Separating,"⊂",
01459542-v,sumo,Separating,"⊂",
01459696-v,sumo,Separating,"⊂",
01459896-v,sumo,Combining,"⊂",
01460029-v,sumo,Separating,"⊂",
01460408-v,sumo,Separating,"⊂",
01460594-v,sumo,Investigating,"⊂",
01460712-v,sumo,Separating,"⊂",
01460785-v,sumo,Separating,"⊂",
01460937-v,sumo,Separating,"⊂",
01461152-v,sumo,Combining,"⊂",
01461328-v,sumo,Combining,=,
01461646-v,sumo,Encoding,"⊂",
01461885-v,sumo,Combining,"⊂",
01462005-v,sumo,Combining,"⊂",
01462468-v,sumo,Combining,"⊂",
01462806-v,sumo,Combining,"⊂",
01462928-v,sumo,Combining,"⊂",
01463212-v,sumo,Combining,"⊂",
01463340-v,sumo,Combining,"⊂",
01463520-v,sumo,Separating,"⊂",
01463792-v,sumo,Separating,"⊂",
01463963-v,sumo,Putting,"⊂",
01464781-v,sumo,Putting,"⊂",
01464931-v,sumo,Putting,"⊂",
01465054-v,sumo,ContentDevelopment,"⊂",
01465218-v,sumo,Putting,"⊂",
01465365-v,sumo,Process,"⊂",
01465506-v,sumo,Putting,"⊂",
01465732-v,sumo,IntentionalProcess,"⊂",
01465921-v,sumo,Putting,"⊂",
01466047-v,sumo,Making,"⊂",
01466198-v,sumo,Putting,"⊂",
01466303-v,sumo,Putting,"⊂",
01466543-v,sumo,Putting,"⊂",
01466733-v,sumo,Damaging,"⊂",
01466978-v,sumo,Process,"⊂",
01467370-v,sumo,Process,"⊂",
01467751-v,sumo,Putting,"⊂",
01467917-v,sumo,Motion,"⊂",
01468058-v,sumo,Removing,"⊂",
01468327-v,sumo,Removing,"⊂",
01468576-v,sumo,Removing,"⊂",
01468948-v,sumo,Removing,"⊂",
01469080-v,sumo,Removing,"⊂",
01469263-v,sumo,Putting,"⊂",
01469445-v,sumo,Putting,"⊂",
01469623-v,sumo,Process,"⊂",
01469770-v,sumo,Communication,"⊂",
01469960-v,sumo,Requesting,"⊂",
01470098-v,sumo,Communication,"⊂",
01470225-v,sumo,Communication,"⊂",
01470524-v,sumo,Communication,"⊂",
01470670-v,sumo,Meeting,"⊂",
01470856-v,sumo,Process,"⊂",
01471043-v,sumo,Confining,"⊂",
01471434-v,sumo,Putting,"⊂",
01471547-v,sumo,Confining,"⊂",
01471825-v,sumo,Getting,"⊂",
01472251-v,sumo,Getting,"⊂",
01472417-v,sumo,Getting,"⊂",
01472642-v,sumo,Removing,"⊂",
01472807-v,sumo,Putting,"⊂",
01473020-v,sumo,Putting,"⊂",
01473176-v,sumo,Walking,"⊂",
01473346-v,sumo,IntentionalProcess,"⊂",
01473729-v,sumo,IntentionalProcess,"⊂",
01473886-v,sumo,Motion,"⊂",
01474034-v,sumo,Motion,"⊂",
01474209-v,sumo,Putting,"⊂",
01474449-v,sumo,Putting,"⊂",
01474550-v,sumo,Releasing,=,
01474980-v,sumo,Releasing,"⊂",
01475075-v,sumo,Motion,"⊂",
01475217-v,sumo,BodyMotion,"⊂",
01475301-v,sumo,Process,"⊂",
01475415-v,sumo,IntentionalProcess,"⊂",
01475536-v,sumo,Process,"⊂",
01475737-v,sumo,IntentionalProcess,"⊂",
01475828-v,sumo,IntentionalProcess,"⊂",
01475953-v,sumo,Process,"⊂",
01476180-v,sumo,Process,"⊂",
01476483-v,sumo,Guiding,"⊂",
01477014-v,sumo,Guiding,"⊂",
01477224-v,sumo,Process,"⊂",
01477394-v,sumo,Guiding,"⊂",
01477538-v,sumo,Process,"⊂",
01477704-v,sumo,Process,"⊂",
01477888-v,sumo,Process,"⊂",
01478002-v,sumo,Process,"⊂",
01478423-v,sumo,prevents,=,
01478603-v,sumo,Process,"⊂",
01479009-v,sumo,Process,"⊂",
01479138-v,sumo,Process,"⊂",
01479333-v,sumo,Process,"⊂",
01479545-v,sumo,Process,"⊂",
01479682-v,sumo,Process,"⊂",
01479874-v,sumo,Pursuing,"⊂",
01480025-v,sumo,Pursuing,"⊂",
01480149-v,sumo,Pursuing,"⊂",
01480469-v,sumo,Putting,"⊂",
01480641-v,sumo,Pursuing,"⊂",
01480770-v,sumo,Pursuing,"⊂",
01481027-v,sumo,Game,"⊂",
01481154-v,sumo,Putting,"⊂",
01481360-v,sumo,Putting,"⊂",
01481647-v,sumo,Motion,"⊂",
01481819-v,sumo,Motion,"⊂",
01481957-v,sumo,Process,"⊂",
01482075-v,sumo,located,=,
01482285-v,sumo,Motion,"⊂",
01482449-v,sumo,Putting,"⊂",
01482744-v,sumo,Putting,"⊂",
01482958-v,sumo,ReligiousProcess,"⊂",
01483131-v,sumo,Putting,"⊂",
01483247-v,sumo,Covering,"⊂",
01483478-v,sumo,Removing,"⊂",
01483655-v,sumo,Removing,"⊂",
01483779-v,sumo,Motion,"⊂",
01484027-v,sumo,Putting,"⊂",
01484267-v,sumo,Motion,"⊂",
01484392-v,sumo,Motion,"⊂",
01484714-v,sumo,Motion,"⊂",
01484884-v,sumo,Motion,"⊂",
01484982-v,sumo,Covering,"⊂",
01485158-v,sumo,Putting,"⊂",
01485393-v,sumo,Removing,"⊂",
01485513-v,sumo,Removing,"⊂",
01485732-v,sumo,Removing,"⊂",
01485839-v,sumo,Putting,"⊂",
01486050-v,sumo,Putting,"⊂",
01486151-v,sumo,Putting,"⊂",
01486312-v,sumo,Covering,"⊂",
01486678-v,sumo,Putting,"⊂",
01486870-v,sumo,Removing,"⊂",
01487008-v,sumo,Putting,"⊂",
01487185-v,sumo,Motion,"⊂",
01487311-v,sumo,Putting,"⊂",
01487573-v,sumo,SurfaceChange,"⊂",
01487718-v,sumo,Putting,"⊂",
01487830-v,sumo,Putting,"⊂",
01487927-v,sumo,Removing,"⊂",
01488123-v,sumo,Removing,"⊂",
01488313-v,sumo,Removing,"⊂",
01488463-v,sumo,Putting,"⊂",
01488555-v,sumo,Putting,"⊂",
01488714-v,sumo,Process,"⊂",
01488847-v,sumo,Process,"⊂",
01488956-v,sumo,Putting,"⊂",
01489161-v,sumo,Putting,"⊂",
01489332-v,sumo,Process,"⊂",
01489465-v,sumo,Removing,"⊂",
01489734-v,sumo,Removing,"⊂",
01489859-v,sumo,Removing,"⊂",
01489989-v,sumo,Putting,"⊂",
01490336-v,sumo,LoadingWeapon,"⊂",
01490572-v,sumo,Putting,"⊂",
01490690-v,sumo,Putting,"⊂",
01490814-v,sumo,Putting,"⊂",
01490958-v,sumo,Putting,"⊂",
01491186-v,sumo,Attaching,"⊂",
01491360-v,sumo,Removing,"⊂",
01491517-v,sumo,Detaching,"⊂",
01491697-v,sumo,Putting,"⊂",
01491886-v,sumo,Removing,"⊂",
01492052-v,sumo,Attaching,"⊂",
01492283-v,sumo,Attaching,"⊂",
01492422-v,sumo,Putting,"⊂",
01492576-v,sumo,Removing,"⊂",
01492725-v,sumo,Injuring,"⊂",
01492944-v,sumo,Injuring,"⊂",
01493041-v,sumo,Keeping,"⊂",
01493142-v,sumo,Putting,"⊂",
01493234-v,sumo,Putting,"⊂",
01493380-v,sumo,Putting,"⊂",
01493619-v,sumo,Putting,"⊂",
01493741-v,sumo,Process,"⊂",
01494178-v,sumo,Guiding,"⊂",
01494310-v,sumo,Putting,=,
01496497-v,sumo,Giving,"⊂",
01496630-v,sumo,Putting,"⊂",
01496843-v,sumo,Putting,"⊂",
01496978-v,sumo,Putting,"⊂",
01497141-v,sumo,WaterTransportation,"⊂",
01497292-v,sumo,Putting,"⊂",
01497458-v,sumo,Putting,"⊂",
01497634-v,sumo,Putting,"⊂",
01497750-v,sumo,Putting,"⊂",
01497864-v,sumo,Putting,"⊂",
01498005-v,sumo,Motion,"⊂",
01498166-v,sumo,IntentionalProcess,"⊂",
01498319-v,sumo,Putting,"⊂",
01498498-v,sumo,Putting,"⊂",
01498615-v,sumo,Putting,"⊂",
01498713-v,sumo,Putting,"⊂",
01498872-v,sumo,Putting,"⊂",
01499006-v,sumo,Motion,"⊂",
01499137-v,sumo,Motion,"⊂",
01499265-v,sumo,Putting,"⊂",
