synset,resource,xref,misc,confidence
07061180-n,sumo,Music,"⊂",
07061334-n,sumo,Music,"⊂",
07061677-n,sumo,Music,"⊂",
07061968-n,sumo,Music,"⊂",
07062190-n,sumo,Music,"⊂",
07062315-n,sumo,Music,"⊂",
07062451-n,sumo,Music,"⊂",
07062550-n,sumo,Music,"⊂",
07062697-n,sumo,SubjectiveAssessmentAttribute,=,
07063101-n,sumo,Music,"⊂",
07063249-n,sumo,Music,"⊂",
07063413-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07063585-n,sumo,Music,"⊂",
07063775-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07063921-n,sumo,Music,"⊂",
07064055-n,sumo,Music,"⊂",
07064315-n,sumo,Music,"⊂",
07064537-n,sumo,Music,"⊂",
07064715-n,sumo,Music,"⊂",
07065149-n,sumo,Music,"⊂",
07065333-n,sumo,Music,"⊂",
07065562-n,sumo,Music,"⊂",
07065740-n,sumo,Music,"⊂",
07065932-n,sumo,Music,"⊂",
07066042-n,sumo,Music,"⊂",
07066285-n,sumo,Music,"⊂",
07066459-n,sumo,Music,"⊂",
07066659-n,sumo,SubjectiveAssessmentAttribute,=,
07067591-n,sumo,manner,"⊂",
07067760-n,sumo,RadiatingSound,"⊂",
07067876-n,sumo,manner,"⊂",
07068048-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07068133-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07068324-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07068473-n,sumo,TraitAttribute,"⊂",
07068631-n,sumo,StationaryArtifact,=,
07068844-n,sumo,hasPurpose,"⊂",
07069002-n,sumo,LinguisticExpression,"⊂",
07069074-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07069210-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07069517-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07069632-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07069747-n,sumo,VisualAttribute,"⊂",
07069948-n,sumo,manner,"⊂",
07070321-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07070429-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07070779-n,sumo,manner,"⊂",
07070883-n,sumo,LinguisticExpression,"⊂",
07071017-n,sumo,LinguisticExpression,"⊂",
07071250-n,sumo,manner,"⊂",
07071366-n,sumo,manner,"⊂",
07071483-n,sumo,manner,"⊂",
07071942-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07072195-n,sumo,manner,"⊂",
07072337-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07072434-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07072587-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07072698-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07072838-n,sumo,TasteAttribute,"⊂",
07073071-n,sumo,Communication,"⊂",
07073208-n,sumo,LinguisticCommunication,"⊂",
07073447-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07075006-n,sumo,LinguisticExpression,"⊂",
07075172-n,sumo,LinguisticExpression,"⊂",
07080778-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07080868-n,sumo,Communication,"⊂",
07081043-n,sumo,Communication,"⊂",
07081177-n,sumo,manner,"⊂",
07081345-n,sumo,LinguisticExpression,"⊂",
07081473-n,sumo,LinguisticExpression,"⊂",
07081646-n,sumo,LinguisticExpression,"⊂",
07081739-n,sumo,manner,"⊂",
07082025-n,sumo,manner,"⊂",
07082198-n,sumo,manner,"⊂",
07082346-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07082444-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07082573-n,sumo,SoundAttribute,"⊂",
07082819-n,sumo,SoundAttribute,"⊂",
07082972-n,sumo,ShapeAttribute,"⊂",
07083136-n,sumo,SoundAttribute,"⊂",
07083246-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07083441-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07083732-n,sumo,SoundAttribute,"⊂",
07083958-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07084166-n,sumo,Stressed,"⊂",
07084428-n,sumo,SoundAttribute,"⊂",
07084560-n,sumo,SoundAttribute,"⊂",
07084747-n,sumo,ContentBearingObject,"⊂",
07084927-n,sumo,SoundAttribute,"⊂",
07085072-n,sumo,SoundAttribute,"⊂",
07085210-n,sumo,SoundAttribute,"⊂",
07085375-n,sumo,Stressed,=,
07085786-n,sumo,Stressed,"⊂",
07085961-n,sumo,SoundAttribute,"⊂",
07086088-n,sumo,SoundAttribute,"⊂",
07086215-n,sumo,SoundAttribute,"⊂",
07086323-n,sumo,SoundAttribute,"⊂",
07086518-n,sumo,SoundAttribute,"⊂",
07086861-n,sumo,SoundAttribute,"⊂",
07086972-n,sumo,SoundAttribute,"⊂",
07087102-n,sumo,SoundAttribute,"⊂",
07087223-n,sumo,SoundAttribute,"⊂",
07087346-n,sumo,SoundAttribute,"⊂",
07087508-n,sumo,SoundAttribute,"⊂",
07087641-n,sumo,SoundAttribute,"⊂",
07087777-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07087940-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07088053-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07088319-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07088438-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07088645-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07088868-n,sumo,TraitAttribute,"⊂",
07089024-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07089276-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07089431-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07089531-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07089622-n,sumo,Attribute,"⊂",
07089751-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07090019-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07090108-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07090379-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07090573-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07090721-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07090938-n,sumo,Communication,"⊂",
07091087-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07091214-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07091385-n,sumo,True,"⊂",
07091587-n,sumo,Decreasing,"⊂",
07091737-n,sumo,Word,"⊂",
07091902-n,sumo,Word,"⊂",
07092158-n,sumo,manner,"⊂",
07092356-n,sumo,Proposition,"⊂",
07092592-n,sumo,FictionalText,"⊂",
07093158-n,sumo,FictionalText,"⊂",
07093273-n,sumo,Text,"⊂",
07093489-n,sumo,Writing,"⊂",
07093603-n,sumo,Writing,"⊂",
07093759-n,sumo,Text,"⊂",
07093895-n,sumo,SoundAttribute,"⊂",
07094093-n,sumo,SoundAttribute,"⊂",
07094355-n,sumo,SoundAttribute,"⊂",
07094508-n,sumo,Comparing,"⊂",
07094621-n,sumo,SoundAttribute,"⊂",
07094731-n,sumo,ConstantQuantity,"⊂",
07094843-n,sumo,ConstantQuantity,"⊂",
07095148-n,sumo,ConstantQuantity,"⊂",
07095280-n,sumo,ConstantQuantity,"⊂",
07095390-n,sumo,ConstantQuantity,"⊂",
07095516-n,sumo,ConstantQuantity,"⊂",
07095653-n,sumo,ConstantQuantity,"⊂",
07095775-n,sumo,ConstantQuantity,"⊂",
07095895-n,sumo,ConstantQuantity,"⊂",
07096029-n,sumo,ConstantQuantity,"⊂",
07096142-n,sumo,ConstantQuantity,"⊂",
07096237-n,sumo,ConstantQuantity,"⊂",
07096330-n,sumo,ConstantQuantity,"⊂",
07096425-n,sumo,ConstantQuantity,"⊂",
07096569-n,sumo,ConstantQuantity,"⊂",
07096661-n,sumo,SoundAttribute,"⊂",
07096995-n,sumo,SoundAttribute,"⊂",
07097094-n,sumo,SoundAttribute,"⊂",
07097346-n,sumo,SoundAttribute,"⊂",
07097548-n,sumo,SoundAttribute,"⊂",
07097707-n,sumo,SoundAttribute,"⊂",
07097831-n,sumo,SoundAttribute,"⊂",
07097965-n,sumo,SoundAttribute,"⊂",
07098093-n,sumo,SoundAttribute,"⊂",
07098193-n,sumo,Text,"⊂",
07098989-n,sumo,Sentence,"⊂",
07099135-n,sumo,Text,"⊂",
07099271-n,sumo,Text,"⊂",
07099598-n,sumo,Text,"⊂",
07099752-n,sumo,Text,"⊂",
07099844-n,sumo,Text,"⊂",
07099965-n,sumo,Text,"⊂",
07100113-n,sumo,Text,"⊂",
07100253-n,sumo,Text,"⊂",
07100387-n,sumo,Text,"⊂",
07100522-n,sumo,Text,"⊂",
07100678-n,sumo,Text,"⊂",
07100815-n,sumo,Text,"⊂",
07100942-n,sumo,Text,"⊂",
07101140-n,sumo,Text,"⊂",
07101250-n,sumo,Text,"⊂",
07101406-n,sumo,Text,"⊂",
07101557-n,sumo,Text,"⊂",
07101649-n,sumo,Text,"⊂",
07101778-n,sumo,Text,"⊂",
07101937-n,sumo,Text,"⊂",
07102034-n,sumo,Text,"⊂",
07102271-n,sumo,Text,"⊂",
07102373-n,sumo,Text,"⊂",
07102483-n,sumo,Sentence,"⊂",
07102593-n,sumo,Text,"⊂",
07102802-n,sumo,Text,"⊂",
07102945-n,sumo,Text,"⊂",
07103106-n,sumo,Text,"⊂",
07103258-n,sumo,Text,"⊂",
07103402-n,sumo,Text,"⊂",
07103558-n,sumo,Phrase,"⊂",
07103671-n,sumo,Sentence,"⊂",
07103802-n,sumo,Sentence,"⊂",
07103912-n,sumo,Sentence,"⊂",
07104020-n,sumo,Sentence,"⊂",
07104149-n,sumo,Text,"⊂",
07104292-n,sumo,Text,"⊂",
07104574-n,sumo,Word,"⊂",
07104733-n,sumo,Text,"⊂",
07104912-n,sumo,Phrase,"⊂",
07105045-n,sumo,Sentence,"⊂",
07105238-n,sumo,Text,"⊂",
07105342-n,sumo,Text,"⊂",
07105475-n,sumo,Text,"⊂",
07106113-n,sumo,TraitAttribute,"⊂",
07106246-n,sumo,Text,"⊂",
07106502-n,sumo,Text,"⊂",
07106651-n,sumo,Word,"⊂",
07106800-n,sumo,LinguisticExpression,"⊂",
07107083-n,sumo,LinguisticExpression,"⊂",
07107381-n,sumo,LinguisticExpression,"⊂",
07107522-n,sumo,LinguisticExpression,"⊂",
07107676-n,sumo,LinguisticExpression,"⊂",
07107896-n,sumo,LinguisticExpression,"⊂",
07108010-n,sumo,Phrase,"⊂",
07108123-n,sumo,LinguisticExpression,"⊂",
07108282-n,sumo,LinguisticExpression,"⊂",
07108453-n,sumo,LinguisticExpression,"⊂",
07108657-n,sumo,LinguisticExpression,"⊂",
07108807-n,sumo,LinguisticExpression,"⊂",
07109019-n,sumo,Communication,"⊂",
07109196-n,sumo,Speaking,"⊂",
07109730-n,sumo,Word,"⊂",
07109847-n,sumo,Communication,"⊂",
07110457-n,sumo,Communication,"⊂",
07110615-n,sumo,Vocalizing,=,
07111047-n,sumo,RadiatingSound,"⊂",
07111510-n,sumo,SoundAttribute,"⊂",
07111711-n,sumo,SoundAttribute,"⊂",
07111933-n,sumo,SoundAttribute,"⊂",
07112103-n,sumo,SoundAttribute,"⊂",
07112282-n,sumo,SoundAttribute,"⊂",
07112364-n,sumo,SoundAttribute,"⊂",
07112550-n,sumo,RadiatingSound,"⊂",
07112805-n,sumo,ContentBearingObject,"⊂",
07112942-n,sumo,Consonant,"⊂",
07113080-n,sumo,ContentBearingObject,"⊂",
07113192-n,sumo,ContentBearingObject,"⊂",
07113337-n,sumo,ContentBearingObject,"⊂",
07113491-n,sumo,Procedure,"⊂",
07113625-n,sumo,ContentBearingObject,"⊂",
07113732-n,sumo,ContentBearingObject,"⊂",
07113903-n,sumo,Vowel,"⊂",
07114023-n,sumo,RadiatingSound,"⊂",
07114154-n,sumo,RadiatingSound,"⊂",
07114284-n,sumo,RadiatingSound,"⊂",
07114409-n,sumo,RadiatingSound,"⊂",
07114535-n,sumo,RadiatingSound,"⊂",
07114712-n,sumo,Character,"⊂",
07114870-n,sumo,Character,"⊂",
07115021-n,sumo,RadiatingSound,"⊂",
07115381-n,sumo,Character,"⊂",
07115493-n,sumo,RadiatingSound,"⊂",
07115684-n,sumo,RadiatingSound,"⊂",
07115914-n,sumo,RadiatingSound,"⊂",
07116304-n,sumo,RadiatingSound,"⊂",
07116443-n,sumo,RadiatingSound,"⊂",
07116641-n,sumo,RadiatingSound,"⊂",
07116758-n,sumo,RadiatingSound,"⊂",
07116869-n,sumo,RadiatingSound,"⊂",
07117007-n,sumo,RadiatingSound,"⊂",
07117193-n,sumo,RadiatingSound,"⊂",
07117333-n,sumo,RadiatingSound,"⊂",
07117472-n,sumo,RadiatingSound,"⊂",
07117595-n,sumo,RadiatingSound,"⊂",
07117788-n,sumo,RadiatingSound,"⊂",
07118002-n,sumo,RadiatingSound,"⊂",
07118210-n,sumo,RadiatingSound,"⊂",
07118367-n,sumo,RadiatingSound,"⊂",
07118554-n,sumo,RadiatingSound,"⊂",
07118747-n,sumo,RadiatingSound,"⊂",
07118990-n,sumo,RadiatingSound,"⊂",
07119211-n,sumo,RadiatingSound,"⊂",
07119358-n,sumo,RadiatingSound,"⊂",
07119521-n,sumo,RadiatingSound,"⊂",
07119643-n,sumo,RadiatingSound,"⊂",
07119776-n,sumo,RadiatingSound,"⊂",
07119897-n,sumo,RadiatingSound,"⊂",
07120025-n,sumo,RadiatingSound,"⊂",
07120176-n,sumo,RadiatingSound,"⊂",
07120364-n,sumo,RadiatingSound,"⊂",
07120524-n,sumo,Expressing,"⊂",
07121157-n,sumo,Expressing,"⊂",
07121361-n,sumo,Vocalizing,"⊂",
07121904-n,sumo,Expressing,"⊂",
07122018-n,sumo,Expressing,"⊂",
07122118-n,sumo,RadiatingSound,"⊂",
07122409-n,sumo,RadiatingSound,"⊂",
07122555-n,sumo,RadiatingSound,"⊂",
07122639-n,sumo,Expressing,"⊂",
07122730-n,sumo,Expressing,"⊂",
07123012-n,sumo,Vocalizing,"⊂",
07123288-n,sumo,RadiatingSound,"⊂",
07123404-n,sumo,Directing,"⊂",
07123552-n,sumo,RadiatingSound,"⊂",
07123710-n,sumo,RadiatingSound,"⊂",
07123870-n,sumo,Expressing,"⊂",
07124172-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07124340-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07124736-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07124928-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07125096-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07125367-n,sumo,RadiatingSound,"⊂",
07125523-n,sumo,Vocalizing,"⊂",
07125786-n,sumo,Word,"⊂",
07125958-n,sumo,RadiatingSound,"⊂",
07126116-n,sumo,Vocalizing,"⊂",
07126228-n,sumo,LinguisticExpression,"⊂",
07126383-n,sumo,Expressing,"⊂",
07126521-n,sumo,Artifact,"⊂",
07126734-n,sumo,Expressing,"⊂",
07127006-n,sumo,Laughing,=,
07127252-n,sumo,Communication,"⊂",
07127350-n,sumo,Laughing,"⊂",
07127451-n,sumo,Expressing,"⊂",
07127563-n,sumo,Expressing,"⊂",
07127693-n,sumo,Expressing,"⊂",
07127790-n,sumo,Expressing,"⊂",
07127911-n,sumo,Expressing,"⊂",
07128060-n,sumo,Expressing,"⊂",
07128225-n,sumo,Expressing,"⊂",
07128322-n,sumo,RadiatingSound,"⊂",
07128527-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07128692-n,sumo,Speaking,"⊂",
07128946-n,sumo,manner,"⊂",
07129202-n,sumo,Communication,"⊂",
07129422-n,sumo,Expressing,"⊂",
07129602-n,sumo,Vocalizing,"⊂",
07129758-n,sumo,Expressing,"⊂",
07129867-n,sumo,Communication,"⊂",
07130050-n,sumo,LinguisticExpression,"⊂",
07130183-n,sumo,Communication,"⊂",
07130341-n,sumo,Speaking,"⊂",
07130580-n,sumo,Communication,"⊂",
07130774-n,sumo,Communication,"⊂",
07130918-n,sumo,NormativeAttribute,"⊂",
07131022-n,sumo,Word,"⊂",
07131169-n,sumo,Word,"⊂",
07131366-n,sumo,Word,"⊂",
07131511-n,sumo,SoundAttribute,"⊂",
07131741-n,sumo,SoundAttribute,"⊂",
07131854-n,sumo,RadiatingSound,"⊂",
07132226-n,sumo,BodyMotion,"⊂",
07132415-n,sumo,RadiatingSound,"⊂",
07132634-n,sumo,RadiatingSound,"⊂",
07132729-n,sumo,LinguisticExpression,"⊂",
07132937-n,sumo,RadiatingSound,"⊂",
07133143-n,sumo,PhysicalState,"⊂",
07133313-n,sumo,LinguisticExpression,"⊂",
07133477-n,sumo,RadiatingSound,"⊂",
07133701-n,sumo,Speaking,=,
07134179-n,sumo,Communication,"⊂",
07134287-n,sumo,Communication,"⊂",
07134445-n,sumo,Communication,"⊂",
07134575-n,sumo,Communication,"⊂",
07134706-n,sumo,Debating,"⊂",
07134850-n,sumo,Communication,"⊂",
07135080-n,sumo,LinguisticCommunication,"⊂",
07135450-n,sumo,Communication,"⊂",
07135627-n,sumo,Disseminating,"⊂",
07135734-n,sumo,Speaking,"⊂",
07136098-n,sumo,Communication,"⊂",
07136206-n,sumo,Speaking,"⊂",
07136315-n,sumo,Speaking,"⊂",
07136469-n,sumo,Speaking,"⊂",
07136578-n,sumo,Communication,"⊂",
07136711-n,sumo,Communication,"⊂",
07136940-n,sumo,Communication,"⊂",
07137129-n,sumo,Communication,"⊂",
07137315-n,sumo,Communication,"⊂",
07137461-n,sumo,Communication,"⊂",
07137622-n,sumo,Communication,"⊂",
07137733-n,sumo,Communication,"⊂",
07137807-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07137950-n,sumo,Text,"⊂",
07138085-n,sumo,Text,"⊂",
07138504-n,sumo,LinguisticExpression,"⊂",
07138736-n,sumo,LinguisticExpression,"⊂",
07138915-n,sumo,refers,"⊂",
07139151-n,sumo,Stating,"⊂",
07139316-n,sumo,refers,"⊂",
07139532-n,sumo,refers,"⊂",
07139700-n,sumo,Directing,=,
07139873-n,sumo,Stating,=,
07140237-n,sumo,Stating,"⊂",
07140348-n,sumo,Stating,"⊂",
07140659-n,sumo,Communication,"⊂",
07140978-n,sumo,Debating,=,
07141319-n,sumo,Debating,"⊂",
07141437-n,sumo,Communication,"⊂",
07141537-n,sumo,Communication,"⊂",
07141644-n,sumo,Communication,"⊂",
07141789-n,sumo,Speaking,"⊂",
07141922-n,sumo,Communication,"⊂",
07142005-n,sumo,Communication,"⊂",
07142107-n,sumo,Communication,"⊂",
07142242-n,sumo,Communication,"⊂",
07142365-n,sumo,Communication,"⊂",
07142566-n,sumo,Communication,"⊂",
07142924-n,sumo,Communication,"⊂",
07143044-n,sumo,Communication,"⊂",
07143137-n,sumo,Meeting,"⊂",
07143450-n,sumo,Meeting,"⊂",
07143624-n,sumo,FormalMeeting,"⊂",
07143869-n,sumo,Meeting,"⊂",
07144039-n,sumo,Meeting,"⊂",
07144190-n,sumo,Communication,"⊂",
07144416-n,sumo,Meeting,"⊂",
07144571-n,sumo,Meeting,"⊂",
07144834-n,sumo,Meeting,"⊂",
07145026-n,sumo,Meeting,"⊂",
07145314-n,sumo,Meeting,"⊂",
07145508-n,sumo,FormalMeeting,=,
07145783-n,sumo,Meeting,"⊂",
07145958-n,sumo,Meeting,"⊂",
07146190-n,sumo,Meeting,"⊂",
07146300-n,sumo,Meeting,"⊂",
07146534-n,sumo,Meeting,"⊂",
07146640-n,sumo,Meeting,"⊂",
07146784-n,sumo,Meeting,"⊂",
07146980-n,sumo,Meeting,"⊂",
07147116-n,sumo,Meeting,"⊂",
07147267-n,sumo,Meeting,"⊂",
07147511-n,sumo,Meeting,"⊂",
07147733-n,sumo,FormalMeeting,"⊂",
07147902-n,sumo,Meeting,"⊂",
07148022-n,sumo,Meeting,"⊂",
07148192-n,sumo,Meeting,"⊂",
07148573-n,sumo,Meeting,"⊂",
07148828-n,sumo,Contest,"⊂",
07148938-n,sumo,Contest,"⊂",
07149107-n,sumo,Meeting,"⊂",
07149348-n,sumo,Meeting,"⊂",
07149582-n,sumo,Meeting,"⊂",
07149836-n,sumo,Contest,"⊂",
07150023-n,sumo,Contest,"⊂",
07150138-n,sumo,Contest,"⊂",
07150328-n,sumo,Contest,"⊂",
07150499-n,sumo,Contest,"⊂",
07150644-n,sumo,Contest,"⊂",
07150850-n,sumo,Contest,"⊂",
07151122-n,sumo,Contest,"⊂",
07151285-n,sumo,Contest,"⊂",
07151380-n,sumo,LinguisticExpression,"⊂",
07151892-n,sumo,LinguisticExpression,"⊂",
07152027-n,sumo,LinguisticExpression,"⊂",
07152151-n,sumo,Text,"⊂",
07152259-n,sumo,Text,"⊂",
07152463-n,sumo,Phrase,"⊂",
07152590-n,sumo,Text,"⊂",
07152752-n,sumo,Text,"⊂",
07152948-n,sumo,Text,"⊂",
07153130-n,sumo,Text,"⊂",
07153385-n,sumo,Text,"⊂",
07153502-n,sumo,Text,"⊂",
07153641-n,sumo,Text,"⊂",
07153727-n,sumo,Text,"⊂",
07153838-n,sumo,Text,"⊂",
07154046-n,sumo,Text,"⊂",
07154243-n,sumo,Text,"⊂",
07154330-n,sumo,LinguisticExpression,"⊂",
07154666-n,sumo,LinguisticExpression,"⊂",
07154760-n,sumo,Text,"⊂",
07154868-n,sumo,LinguisticExpression,"⊂",
07155081-n,sumo,NormativeAttribute,"⊂",
07155426-n,sumo,Communication,"⊂",
07155531-n,sumo,Communication,"⊂",
07155661-n,sumo,SpokenHumanLanguage,"⊂",
07156091-n,sumo,SpokenHumanLanguage,"⊂",
07156219-n,sumo,Language,"⊂",
07156375-n,sumo,LinguisticExpression,"⊂",
07156497-n,sumo,NormativeAttribute,"⊂",
07156693-n,sumo,Language,"⊂",
07156819-n,sumo,Text,"⊂",
07157000-n,sumo,Language,"⊂",
07157123-n,sumo,Language,"⊂",
07157273-n,sumo,LinguisticExpression,"⊂",
07159276-n,sumo,LinguisticExpression,"⊂",
07159467-n,sumo,LinguisticExpression,"⊂",
07159791-n,sumo,Text,"⊂",
07160116-n,sumo,Text,"⊂",
07160296-n,sumo,Text,"⊂",
07160424-n,sumo,Text,"⊂",
07160635-n,sumo,Text,"⊂",
07160752-n,sumo,Text,"⊂",
07160883-n,sumo,Communication,"⊂",
07161429-n,sumo,Requesting,"⊂",
07161613-n,sumo,Requesting,"⊂",
07161741-n,sumo,Requesting,"⊂",
07161912-n,sumo,Requesting,"⊂",
07162059-n,sumo,Requesting,"⊂",
07162194-n,sumo,Requesting,"⊂",
07162424-n,sumo,Requesting,"⊂",
07162545-n,sumo,Stating,"⊂",
07162680-n,sumo,Requesting,"⊂",
07162975-n,sumo,Requesting,"⊂",
07163110-n,sumo,Requesting,"⊂",
07163272-n,sumo,Requesting,"⊂",
07163381-n,sumo,Requesting,"⊂",
07163593-n,sumo,Requesting,"⊂",
07163803-n,sumo,Requesting,"⊂",
07163988-n,sumo,Communication,"⊂",
07164163-n,sumo,Attribute,"⊂",
07164349-n,sumo,Requesting,"⊂",
07164546-n,sumo,Requesting,"⊂",
07164972-n,sumo,Requesting,"⊂",
07165086-n,sumo,Requesting,"⊂",
07165298-n,sumo,Requesting,"⊂",
07165410-n,sumo,Requesting,"⊂",
07165506-n,sumo,Requesting,"⊂",
07165778-n,sumo,Book,"⊂",
07166101-n,sumo,Requesting,"⊂",
07166281-n,sumo,Requesting,"⊂",
07166432-n,sumo,Requesting,"⊂",
07166851-n,sumo,Requesting,"⊂",
07167041-n,sumo,Requesting,"⊂",
07167186-n,sumo,Requesting,"⊂",
07167326-n,sumo,Requesting,"⊂",
07167415-n,sumo,Requesting,"⊂",
07167578-n,sumo,Text,"⊂",
07167954-n,sumo,Declaring,"⊂",
07168131-n,sumo,Ordering,=,
07168486-n,sumo,Ordering,"⊂",
07168623-n,sumo,Ordering,"⊂",
07168983-n,sumo,Ordering,"⊂",
07169098-n,sumo,Ordering,"⊂",
07169242-n,sumo,Ordering,"⊂",
07169353-n,sumo,Ordering,"⊂",
07169480-n,sumo,Ordering,"⊂",
07169743-n,sumo,Ordering,"⊂",
07169848-n,sumo,Ordering,"⊂",
07169970-n,sumo,Text,"⊂",
07170080-n,sumo,Ordering,"⊂",
07170282-n,sumo,Ordering,"⊂",
07170467-n,sumo,Ordering,"⊂",
07170572-n,sumo,Ordering,"⊂",
07170660-n,sumo,Phrase,"⊂",
07170753-n,sumo,Stating,"⊂",
07171206-n,sumo,Stating,"⊂",
07171513-n,sumo,Stating,"⊂",
07171666-n,sumo,Classifying,"⊂",
07171785-n,sumo,Interpreting,"⊂",
07171940-n,sumo,Stating,"⊂",
07172117-n,sumo,Stating,"⊂",
07172557-n,sumo,Text,"⊂",
07172756-n,sumo,Stating,"⊂",
07172979-n,sumo,Stating,"⊂",
07173258-n,sumo,Stating,"⊂",
07173389-n,sumo,Stating,"⊂",
07173585-n,sumo,Stating,"⊂",
07173766-n,sumo,Stating,"⊂",
07173959-n,sumo,Stating,"⊂",
07174138-n,sumo,Stating,"⊂",
07174260-n,sumo,Stating,"⊂",
07174433-n,sumo,NormativeAttribute,"⊂",
07174785-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07174877-n,sumo,NormativeAttribute,"⊂",
07175102-n,sumo,NormativeAttribute,"⊂",
07175241-n,sumo,Committing,"⊂",
07175575-n,sumo,Committing,"⊂",
07175863-n,sumo,Committing,"⊂",
07176073-n,sumo,Committing,"⊂",
07176243-n,sumo,Committing,"⊂",
07176499-n,sumo,NormativeAttribute,"⊂",
07176682-n,sumo,equivalentContentClass,"⊂",
07176804-n,sumo,equivalentContentClass,"⊂",
07176962-n,sumo,Committing,"⊂",
07177111-n,sumo,Committing,"⊂",
07177192-n,sumo,Committing,"⊂",
07177437-n,sumo,Committing,"⊂",
07177622-n,sumo,Committing,"⊂",
07177772-n,sumo,Contract,"⊂",
07177924-n,sumo,Committing,"⊂",
07178182-n,sumo,Committing,"⊂",
07178337-n,sumo,Committing,"⊂",
07178525-n,sumo,Committing,"⊂",
07178698-n,sumo,Contract,"⊂",
07178839-n,sumo,Agreement,"⊂",
07178992-n,sumo,Committing,"⊂",
07179192-n,sumo,Committing,"⊂",
07179342-n,sumo,Committing,"⊂",
07179609-n,sumo,Committing,"∈",
07179820-n,sumo,Committing,"⊂",
07179943-n,sumo,Committing,"⊂",
07180183-n,sumo,equivalentContentClass,"⊂",
07180372-n,sumo,Committing,"⊂",
07180570-n,sumo,Communication,"⊂",
07180787-n,sumo,Contest,"⊂",
07181043-n,sumo,Contest,"⊂",
07181208-n,sumo,Contest,"⊂",
07181358-n,sumo,Contest,"⊂",
07181453-n,sumo,equivalentContentClass,"⊂",
07181546-n,sumo,Contest,"⊂",
07181713-n,sumo,Contest,"⊂",
07181842-n,sumo,Contest,"⊂",
07181935-n,sumo,Debating,"⊂",
07182367-n,sumo,Stating,"⊂",
07182485-n,sumo,Contest,"⊂",
07182614-n,sumo,Contest,"⊂",
07182744-n,sumo,Stating,"⊂",
07182888-n,sumo,Stating,"⊂",
07183000-n,sumo,Debating,"⊂",
07183151-n,sumo,Contest,"⊂",
07183660-n,sumo,Contest,"⊂",
07183853-n,sumo,Separating,"⊂",
07184024-n,sumo,Separating,"⊂",
07184149-n,sumo,Debating,"⊂",
07184391-n,sumo,Debating,=,
07184545-n,sumo,Debating,"⊂",
07184652-n,sumo,Contest,"⊂",
07184735-n,sumo,Contest,"⊂",
07184965-n,sumo,Contest,"⊂",
07185076-n,sumo,UnilateralGiving,"⊂",
07185325-n,sumo,Requesting,=,
07185668-n,sumo,Requesting,"⊂",
07185870-n,sumo,Requesting,"⊂",
07186148-n,sumo,Requesting,"⊂",
07186528-n,sumo,Requesting,"⊂",
07186661-n,sumo,Requesting,"⊂",
07186828-n,sumo,Requesting,"⊂",
